developer;developer_id
"Tero Lunkka;BlackThug;Valkeala Software";13864
Qunee;13865
langqi;13866
Heideland GameWorks;13867
DACS Laboratories;13868
CybeRoar;13869
Catmoon Productions;13870
Mangobile;13871
Boosted Games;13872
"Six Foot;YAGER";13873
Rasmus Rasmussen;13874
Archetype Edge LTD.;13875
Nagy Zoltán;13876
Egerter Software;13877
peevasseeq games;13878
Majao Games;13879
Ethan Stickley, Kevin K. Shah, Kevin Leekley;13880
"Good Bit;Alec Robbins";13881
Caleb Scott;13882
Vecpoly Game;13883
Hexadecimalstudios;13884
"Pillow Fight Games;Worst Girls Games";13885
Simulacrum Interactive;13886
Fuzzy Code Studio LLC;13887
Brett Jackson (Jumbli);13888
The pocket company;13889
LeadFollow Games;13890
Stoner Tomohito;13891
Big Evil Corporation;13892
FrozenCrate, LLC;13893
Glock Software;13894
PigeonCube Studios;13895
Arkraptor;13896
Telophase Studios, LLC;13897
Crimson Lodge;13898
VRFavs;13899
GameLiberty;13900
TAS Systems Corp;13901
Mind-altering Games;13902
Youthcat Studio;13903
NEOWIZ;13904
"Drageus Games;Qubic Games";13905
GRIP420;13906
Killed Pixel Games;13907
Drageus Games;13908
Eugene Volik;13909
Troglobytes Games;13910
Quote Unquote Studio LLC;13911
JLS Softworks;13912
k.Song Tan;13913
KadenDS;13914
Oxana;13915
Pudding;13916
PLAYWITH Inc.;13917
Team Spieluhr;13918
ConchShip Games;13919
Coffee-Powered Games;13920
Triumph LLC;13921
Geckoo1337;13922
PatatEj;13923
Florent Goumot-Labesse;13924
"Michael L. Fiorentino Gutierrez;Lorenzo Games";13925
Wild Arts LLC;13926
Dark Sky Empire;13927
HeartBeast Studios L.L.C.;13928
Pizza Curse Studios;13929
EyesbergGame;13930
That One Game Studio;13931
Moonshadow Games;13932
Freie Programme Hohenstein;13933
Manel García;13934
Gonagame Studio;13935
Bobby Zeal;13936
Blagovest Penev;13937
KMA GAMES;13938
Regl Studios;13939
Raio-X;13940
"IDEA FACTORY;TOYBOX";13941
Intangible Games;13942
???????™;13943
AAKIOO;13944
Bedtime Phobias;13945
Beat-Fu Studio;13946
lojq studio;13947
Super Trampers Studio;13948
LightningSoft;13949
CONVEY Studios;13950
Tim Cornish;13951
Match Connect Challenge;13952
Dumb Game Company;13953
Denis Galewski;13954
Cozy Game Pals;13955
TOK Labs;13956
????????????;13957
Wolfcrafter321;13958
Valiant Game Studio AB;13959
Uranium Soda Studio;13960
Hertzole;13961
Rymdfall AB;13962
FastGame;13963
Shrimmeling Studio;13964
AP Thomson;13965
The Geometry Boxers;13966
Virtual Basement LLC;13967
Munkyfoot Gaming;13968
L&L Partner;13969
Ziyi Zhang;13970
Cuijin Technology;13971
ViRa Games;13972
Lcc;13973
Awakened;13974
Jucar;13975
Zilby;13976
Sugarsnapp Games;13977
TECHHOME;13978
Sadovski Games;13979
David Lewis;13980
Cognitive Forge;13981
Tod Powers;13982
Protoria Studios;13983
Team TatoTaco;13984
Joystick Knights;13985
Bamboo Secrets Co.,Limited;13986
Kajaani University of Applied Sciences;13987
Dupeyron;13988
Dream Reality Interactive;13989
indie_games_studio;13990
Tamasenco;13991
Sleeper Games;13992
ShinerJoy Technology Co., Ltd.;13993
Game Master LLC;13994
Dreamsoft;13995
RS Games;13996
Something Dark Studios;13997
Tibromatic Games;13998
R.A.M. Studios LLC;13999
Sergey Jakovlev;14000
Corpix;14001
aQuadiun;14002
Studio Jimothy;14003
Rigidbody;14004
Primary Orbit;14005
DevNAri;14006
Revolutionary Interactive;14007
White Owls Inc.;14008
Floating Island Studios;14009
Next Friday Interactive;14010
LozMarblz Inc.;14011
?????;14012
Refocus Solutions;14013
LunaRolexLer;14014
Ervenstar Games;14015
MintBottle;14016
AzDimension;14017
Black Engine Games;14018
Pixile;14019
chaos;14020
Fever Game Studios;14021
NuevoSpanish;14022
Mottafier;14023
Team Arborium;14024
Xerologik;14025
Manne Cederskoog;14026
Steel Wing;14027
CosmicCrystal Games;14028
MBF FILMs;14029
HUMAN LIVE;14030
BeconGamesCorp;14031
Outdoor Gaming;14032
Cyad Games;14033
Thomas Capstick;14034
Artificer Cascadia;14035
Rahul Martin;14036
Silhouette Valley Games;14037
Smash The Code;14038
Milk Shake;14039
Emperor Development;14040
"VRkiwi;Mekiwi";14041
"progrium;phubans";14042
Freeway Interactive;14043
Seven Sails;14044
"Tendershoot;Michael Lasch;ThatWhichIs Media";14045
Earth and Life Software;14046
Studio Élan;14047
IceSitruuna;14048
Heartline / Greencode;14049
"La’cryma;YAMAYURI GAMES";14050
"Circus;YAMAYURI GAMES";14051
TwinStarGames;14052
USERJOY Technology CO.,LTD.;14053
Aurox Studios;14054
Vladili Rosso;14055
PETABYTE GM;14056
Placate The Cattin Productions;14057
VRX Studios;14058
UNAmedia;14059
Ian Lilley;14060
LUK KUS SOFT;14061
VNeroGAMEs;14062
Studio Odin Inc.;14063
Music Paradise;14064
Hippopo Entertainment;14065
Based On The Play;14066
Night Dreams Studio;14067
me;14068
ZarioSide;14069
Marc Kruzik;14070
"Marco Mastropaolo;MixedBag Srl";14071
Mark Begenisich;14072
AlexHoratio;14073
Constantly New Corp.;14074
#NAME?;14075
JUBSTUDIO;14076
Ankake Spa;14077
Start VR;14078
Nathan Best;14079
"Stefan Klaus;Stegalosaurus Game Development";14080
Naval Sims;14081
Lucas Rizzotto;14082
yeo;14083
Steady Mushroom Ltd.;14084
Squidpunch Studios;14085
Midnight Warden;14086
Nekyau Games;14087
Rebel Camp Games;14088
Magic Chopstick Games;14089
Polyarc;14090
Rufoid AB;14091
TYSoft;14092
Stapleton;14093
JAYFLGAMES;14094
?????? ??????;14095
Searchlight Games;14096
Pok&Co;14097
"Insomniac Games;Blind Squirrel Games";14098
Goober Games;14099
Elite World Industries;14100
Star Speeder;14101
Technicat LLC;14102
William Djalal;14103
SEG Interactive;14104
Scott Howie;14105
Saoi Games;14106
MKrew;14107
Side B Gaming;14108
??;14109
Ali Eslami;14110
Pink Potion;14111
TEAM_ETS;14112
James Schilz;14113
Tiny Trinket Games;14114
BeardedBrothers.games;14115
Poseidon's kiss;14116
Armatur Games;14117
Linkflag;14118
MONKEYCRAFT Co. Ltd.;14119
Eight Pixels Square;14120
keenEdge;14121
DigiPen Press;14122
S. Khasanov;14123
Enigma Pendulum;14124
Thunderbullet Game Co.;14125
Nifty Tools UK;14126
Floofs;14127
FuzzyCube;14128
BlueDog;14129
Namir Hassan;14130
Studio Stobie;14131
CAIKAI;14132
Virtual Play;14133
13-lab;14134
PanTrojan Studio;14135
Painful Smile;14136
Color Core;14137
Red Dev Studio S.A.;14138
T-Rexcellent Studios;14139
Fistfang;14140
Reactor Heart;14141
Artii Games LLC;14142
Neverworks Games;14143
Arglefumph;14144
Maniamind Co.,Ltd;14145
Sochnoslivka;14146
Akash Balloo;14147
y8.com;14148
Triyo;14149
Kedronic UAB;14150
"Vaka Game Magazine;KANAWO";14151
"Aleksi Rajamäki;Matias Rajamäki";14152
Jether;14153
Trophy Games ApS;14154
Weiqiang Ou;14155
RPG Adventures Team;14156
Black FishMaker;14157
Notus Games Ltd.;14158
"Shadowless Gaming;Tamer Gölgesiz";14159
"Online Vision;Divertic";14160
Storyline Team;14161
David Donarumo;14162
FalconDev;14163
Evan Murray;14164
Matthew Robert Carmack;14165
LU QI;14166
CoughCat;14167
Gamma Games Interactive Inc.;14168
????;14169
Jordan Rott;14170
CapPlay;14171
Beijing Litchi Culture Media Co., Ltd.;14172
BloodMoon Games;14173
"Vaka Game Magazine;Team Ladybug";14174
T-Bull S.A.;14175
GEORGES SAMAKE;14176
Anima;14177
DitheryGames;14178
VRJCC;14179
"Andrew Oudot;Denis Isakov";14180
NifftyGameWorks;14181
Blind Raccoon Studio;14182
Elastic Sea;14183
Resonair;14184
PaleBlue XYZ;14185
ANG People s.r.o.;14186
Stanley Lam;14187
toR gaming;14188
Part Time Monkey;14189
Durven Studios;14190
Luxuria;14191
Zynk Software;14192
The Game Forger;14193
yellaUmbrella Productions;14194
divisivesoftware;14195
RareSloth;14196
GogglesKitty;14197
EugeneLee;14198
"William Xu;Alex Raita";14199
Ovidiu Chis;14200
"Matt Stanton;Unmei No Basho;Kojiasano;Jeff Stanton;Naoko Kabashima";14201
PigeonDev;14202
Only Voxel Games;14203
Sparkly Games;14204
Northern Amusements;14205
High Leap Studios;14206
Sasha C. Gervais-Tourangeau;14207
Vanadial;14208
UTPlus Interactive Inc.;14209
Membraine Studios;14210
"Gameday Inc.;Iplay Inc.";14211
Team 33;14212
SteelSeed;14213
Team Klaw;14214
Artless Games;14215
ThinMatrix;14216
BBB Games;14217
Ophyer;14218
George Mandell;14219
"Girls Make Games;Team Blub Blub";14220
Ncube Inc.;14221
Trinity gaming;14222
Jan Urbanek;14223
National ancient journey;14224
Tomas Daugela;14225
CrazyKraken;14226
neonboxgames;14227
Turmoil Studios;14228
"Theo Tsapakos;Will Kane;Bryan Song;Jacob Ginsparg";14229
SoulShared Games LLC;14230
CharlerMaster;14231
Joshimations;14232
Wonder Cult;14233
Shinyuden;14234
Tim Venekamp;14235
Crafty Game Lab;14236
Old Doorways Ltd;14237
Redox Entertainment Inc;14238
"Tap It Games;Bit Golem";14239
Adventure Beard;14240
Political Games LLC;14241
DarkStone Digital;14242
Aoga Tech;14243
Retro Gears;14244
Team in Time;14245
Eager Amoeba;14246
Salangan Games;14247
Léo-Paul LACHARTRE;14248
Wu Zhang;14249
Rogerty;14250
Minority Media;14251
MythoLogic Interactive;14252
Eric Sun;14253
Softzen;14254
????;14255
Outgunned Games;14256
Unrea;14257
Timecode DS Ltd.;14258
Virtual Classic Studio;14259
xRANDBOx;14260
William Brown;14261
Bullet Bears;14262
"Jack Burke;Ben Hartnett;William Wright;John Greim";14263
Paranormal Games;14264
Red Sky Studios;14265
Team CPRC;14266
DZEJK;14267
Hot Byte Games;14268
Adventure Islands;14269
Challenge Yourself Gaming;14270
Naughty Squirrels;14271
Mage Journey;14272
Fur Dev Team;14273
Monothetic LLC;14274
IVR;14275
Johan Hammes;14276
Three Sea Rocks;14277
Yan Dawid;14278
Kinox Studios LLC;14279
Aerolab Studios LTD;14280
Korvux.pro;14281
SapphireSoft;14282
Max Grindebäck;14283
Zudenan Digital;14284
Endless Shirafu;14285
Onion Games;14286
GiBar;14287
4DMACAU;14288
Experiment 7;14289
KAIJYU-09;14290
Manic Machine;14291
"Ignacio Medina;Santiago Medina";14292
One Dollar Games;14293
Heavy Safe Studios;14294
Leveler Games;14295
"James Conrad;Micah Sigmund;Meaghann LeBleu";14296
Huge Enemy Production;14297
Dotoyou Games;14298
Shenzhen zhengyilong technology co. LTD.;14299
Blackcross & Taylor;14300
ChimpLabs;14301
TALEROCK;14302
Chimeric;14303
"Delta Reality;Misfit Village";14304
Minty Soul Games;14305
"Jae Lake;Gloria Hsieh;Emily Gjertsson;Rachel Ye;Morgan Graham";14306
Parmenion Games;14307
BajoGames;14308
Fantastico Studio;14309
Hamster On Coke Games;14310
MCS;14311
Ghost Fish Games;14312
Marina Hova;14313
Silver Boar Gaming;14314
Table 9 Studio, LLC;14315
????????????;14316
???????????;14317
Lemix game;14318
?????;14319
Mengtu Technology Co. Ltd;14320
Multiverse;14321
P.S.B (iNsOoL);14322
Leo Lipasti;14323
Ricoshot Games;14324
BlockTeam;14325
L&D Games;14326
Wombatgames;14327
Max Jaeschke;14328
Lana Lux;14329
About Airplane LLC;14330
Werner Schmidtberg;14331
Mitch Kuronya;14332
mailcat07;14333
BigCode Games Pvt Ltd;14334
e-FunSoft Games;14335
"Scott Chinchen;Georgie Chinchen";14336
BoringKate;14337
BarelyEntertainment;14338
Studio-Space RA;14339
gfdsahdgsye7;14340
Netlex Studio;14341
Guerilla Media;14342
"Amy Li;Mitchell Shannon;Morgan Wesemann;Stacie McLaury;Tim Arterbury;Trystan Jasperson";14343
"Andrew Augustine;Zach Augustine";14344
Gyro-Games Inc.;14345
Dalivi Rikardo;14346
Culturplay;14347
TERARIN GAMES;14348
Lingo Ludo;14349
Lazurite Games;14350
Ian Truelove;14351
High Livity Games;14352
VERTEX HORIZON;14353
Eitan Prince;14354
Maruf ARTUKO?LU;14355
DevOrDie Studios;14356
Putin Team;14357
Elliott;14358
Bigbug Studio;14359
Root;14360
"PROGRAMMER: LUCA TOCCO;3D ARTIST: JACOPO FILO DELLA TORRE;Other collaborators: Alessio Tolu;Soundtrack: Davide Cuomo";14361
Arevoatl Games;14362
Vitei Backroom Inc;14363
Anazz;14364
Kavkaz Sila Games;14365
Experius VR;14366
Dhause;14367
YOUR DEAD Videogame Production;14368
Hyphema Studios;14369
yeyinggame;14370
Vito Devs;14371
BoolDog Games;14372
ToBringAlive;14373
Rocket Cola Studio;14374
Battleham;14375
"Denis Comtesse;Sox Brooker;Lauren Davidson";14376
illegaldogs;14377
Mika Molenkamp;14378
Heroic Games Studio;14379
Half-Face Games;14380
MK Games;14381
FlyInside Inc.;14382
Branch Games;14383
Cantaloupe Kids;14384
Maverick Games Inc.;14385
GUANGZHOU HUANTEK CO.,LTD;14386
98DEMAKE;14387
NukaGames;14388
??????;14389
Ramen;14390
Acalamity;14391
Deverinos;14392
Incandescent Workshop LLC;14393
Tetravoxel Limited;14394
Rodrigo Reyes;14395
Gamer Sensei;14396
Skylar Pniewski;14397
Virtual Earth Online;14398
Stepiral Studio;14399
The Dust S.A.;14400
Lampogolovii;14401
Ring Mountain;14402
Kody Stone;14403
Wx3 Labs;14404
Panayotis Lampitsakis;14405
purol;14406
Christopher Wagner;14407
DeeMyGames;14408
excessm;14409
Jiochees;14410
WardenCat;14411
Yann Zunn;14412
YASUDA GAMES;14413
"Brandon Bielski;Adam Noble";14414
"Blueteak;The Engine Company;Shapes and Lines;Arcturus Interactive";14415
Redact Games;14416
Angus Seung;14417
Feelin Games;14418
Yannstr;14419
CSA Software;14420
Roman Digital;14421
KateGamesStudio;14422
Oblom studio;14423
phixcat;14424
Raithen;14425
Loft Sky Entertainment Inc.;14426
"Software Wolf;ITC Studio";14427
Spanking Machine;14428
Verbal Chambers;14429
POLYRAW;14430
Classy Yak Game Studio;14431
carrot;14432
Tiny Leviathan Studios;14433
Oppai Reveal Studios;14434
?????;14435
Creator Studio;14436
Vast Reality;14437
exaQuark;14438
Eduardo Barreto;14439
DWSK Ltd;14440
Happy Snake;14441
Dayn;14442
Alexander Casha;14443
Vik;14444
Vismaya;14445
Retryable;14446
LSGames;14447
Threear.Vision;14448
Origami Sword;14449
BurningDust Games;14450
??PP314;14451
SpaceSoySauceStudio;14452
FHNBHJ;14453
WonderlandKazakiri;14454
DEtH_MoroZ;14455
Mini Fun Games;14456
Anarquico;14457
FunArouGames;14458
"Garage Games;Jan Hess";14459
"EreaDrone;EreaStudio;Elouan Jorrand";14460
Stephan Weiss;14461
Oleksandr Savostianov;14462
Acke Hallgren;14463
NP Studios;14464
LimeVibe Games;14465
"GQG DEVELOPER;SGS";14466
Brudingo Team;14467
OnPluto;14468
Po-Jui Huang;14469
Miller Tinkerhess;14470
Zine FALOUTI;14471
Dead Fish Eye;14472
TUNNEL no.73;14473
intelectiva;14474
IEVO;14475
Acrylec Studios;14476
Good Game Co.Ltd;14477
carlos canizares;14478
Kokoko Soft;14479
SMILEAXE;14480
meokigame;14481
Niu Studio;14482
Critoniuum;14483
Rain Of Cubes;14484
wosabi;14485
Loveridge Designs;14486
Jakub Domanski;14487
Sugoi Yellow;14488
Giant Space Monster;14489
"Trey Sherman;Jonathan Hall;Dean Cruz;Zachary ZumTobel;David Burns";14490
TuneTheDev;14491
VoleR Creative;14492
Allosaurus;14493
Game Mavericks;14494
Team Möns;14495
lovelin;14496
Oxymoron Games;14497
ERTYNEA;14498
SystemSoft Alpha Corporation;14499
Pangake;14500
Qrakhen;14501
Daisu Games;14502
"GRASSHOPPER MANUFACTURE INC.;Engine Software BV";14503
Blue_Trigger;14504
Jupiter Lighthouse Games;14505
Winter Night Games;14506
Night Owl Gaming LLC;14507
DitzelGames;14508
Artepi Corporation;14509
NINE VR;14510
Gametornado;14511
KR Game Studios;14512
Jolt Country;14513
Codev Games;14514
Ultaan Games;14515
Ideoservo Games;14516
Greedy Hollow;14517
Gus Martin;14518
SpaceGiraff3;14519
Meant, LLC;14520
lotions for men;14521
GG STUDIOS d.o.o.;14522
RESPECT TEAM STUDIO;14523
MadOptimist Games;14524
Catapult Games;14525
teamsupport;14526
CrySmith;14527
Studio Elfriede;14528
"Henry Jacobs;Ken Jacobs";14529
Hi I'm Alec Games;14530
The Airship Abstraction;14531
Synodic Arc;14532
Beyond Games;14533
Aberrant Realities;14534
"UniBit;Creobit";14535
Kayo Carvalho;14536
Diedemor Studio;14537
Workroom7;14538
Nicolas Gonzalez;14539
Jöbstl S.;14540
AQGames;14541
White Smoke Games;14542
????;14543
TK;14544
"COSEN;TALESSHOP";14545
OffWorld Laboratories, Protovate;14546
Junitre Works;14547
Retrover Games;14548
Juan Jose Garrido Gomez;14549
FUNdation;14550
Universe Worth Experiencing;14551
"???5;0Cube";14552
Yars;14553
origamihero games;14554
SoerGame;14555
Shard Real;14556
Crystal Game Works;14557
Dreamreason;14558
Rapscallion;14559
sniperoncall;14560
Tapteek;14561
Ferocious Bunny;14562
SystemSoft Alpha Cooperation;14563
MooCow Games;14564
Ku?nia partyzantów (Polska);14565
Old Point Games;14566
Antoine Hésèque;14567
Beatrice;14568
"National Film Board of Canada;Casa Rara";14569
UPandQ;14570
Animyst Games;14571
Mahjong Knight;14572
Bainware LLC;14573
ARIKA;14574
White Rhino Games;14575
VironIT;14576
Talespin;14577
Dankov Games;14578
Squid Monkey Studios;14579
LLC Blini Games;14580
electronic life games;14581
???????;14582
First Place Games;14583
Without Haste;14584
Andrey Larionov, Ramin Budagov;14585
Forever Years;14586
MaruStudio;14587
OSA Studio;14588
Avasion;14589
SureAI;14590
GFX47;14591
Darius Immanuel D. Guerrero;14592
Jero53motox;14593
Snow Day Software;14594
Richard Whitelock;14595
MAGES;14596
Jerk Circle Media;14597
wezor;14598
Meka Games;14599
Thaddeaus Campbell;14600
Bravery Software;14601
Doghead Simulations;14602
Denormalizer;14603
Ator Neba;14604
"Steambot;Fishing Cactus";14605
Shenshella;14606
wuxin;14607
Duke Studio;14608
Ross Smith;14609
Miroslav Fídler;14610
Jordan Allen;14611
"Brogames;IceMakerZero";14612
Agustin Eisman Moreno;14613
Kastrye;14614
HeadHuntersGames;14615
ltaoist;14616
Physiology with Dr Christian;14617
Parasol;14618
ASK.;14619
HOH5HC;14620
Sulton;14621
Malyarov Andrey;14622
Lightning Zebra;14623
SeedWall;14624
PixelPlex;14625
????;14626
Magic Time Software;14627
odenis studio;14628
"Creobit;GameOn Production";14629
GameOn Production;14630
NHTV Breda University of Applied Sciences;14631
Tomasz Chmura;14632
Occupied VR;14633
One Rep Closer;14634
WEBZEN;14635
SceneSoft;14636
Fly Troll Studio;14637
Life's Lane Studio;14638
"Endwise;HatFeather";14639
"Planeta;GIPHY Inc.";14640
Maksim Chudaev;14641
NextVR;14642
Nicholas Ingulfsen;14643
Winglett Entertainment;14644
Dwarf Cavern;14645
Cédric Andreu;14646
Alex_redmiau;14647
Angry Angel Games;14648
EnchantedLands;14649
Hentai.US;14650
mirzagame5;14651
TSN Entertainment;14652
KRISSADA LAEBUT;14653
Grim World Company;14654
Zelenov Artem;14655
Full Down Games;14656
John Wanot;14657
Ellie's Lunchbox;14658
Future Immersive;14659
"Badosz;Kajetan Andrzejak";14660
Forester Games;14661
ZeichiGames;14662
Dot 4 Joy;14663
Saint Pieces;14664
Kailang Fu;14665
Jamong Inc.;14666
Fury Games Production;14667
StikiPixels;14668
Juicy Lab;14669
Davide Andrian;14670
Garage Games;14671
Amazing VR;14672
Upside Down Fox;14673
????????? ?????????? ????????;14674
WooJuDev;14675
Belka VR;14676
Apple Dash;14677
Lionmoon UG;14678
Tarkin Studios;14679
PatrAwW;14680
"Fancy Fish Games;SnöBox Studio";14681
CGevo;14682
?????;14683
Karton Robot;14684
Gregory Joerger;14685
Petraller Studios;14686
Subtle Games;14687
Black Potion;14688
Dollon;14689
Vesna Games;14690
"Flying potato bread;Wixl";14691
Kneeling Bean Studio;14692
Pompi Pompi Entertainment;14693
StainlessHeart;14694
Triority;14695
HitMaker Studio;14696
Timothy Findling;14697
???;14698
Gamungu;14699
Electrical Eagle;14700
Rimma Filato;14701
Lonely Boy Studio Inc.;14702
YOUGAKE;14703
squatnine;14704
Brwarner Studios;14705
FastGo Group;14706
Surrealscape Studios;14707
"ESAT;Modular Souls";14708
SweetApple;14709
Druidic, LLC;14710
Celusis;14711
Lazy Morning Games;14712
Mindfog games;14713
Alpha unit;14714
GukLabs;14715
WOMBO COMBO GAMES INC.;14716
Meteorbyte Studios;14717
Pixel Sunset Studio;14718
Lyubomir Vasilev;14719
Bleeding Edge;14720
Zombie Dynamics;14721
"Virtual Dor;Universidad de Almería";14722
Flanker43;14723
Elibo Games;14724
GirlGame;14725
The Burning Red;14726
Lumatap, LLC;14727
Brighter3D Software Development Ltd.;14728
"Ducat;Zimogor";14729
TOM CREATE CO.,LTD.;14730
Online OciGrup SL;14731
Jesper Skjærbæk;14732
WyvernWare;14733
Purple Tree;14734
Polychroma Games;14735
Koruka;14736
Igor Krutov's games;14737
SaFiKiK;14738
Essential Games;14739
Flat Chest Dev;14740
TheWzzard;14741
Brian Guidarini;14742
GirlMod;14743
NORSKA;14744
Your Daily Fill;14745
GalactaVision;14746
AhmetBehram;14747
International GeoGebra Institute, IGI;14748
WaterMagus;14749
BLESTWORKS;14750
Umix Studios;14751
Bawu Team;14752
???;14753
MentaLoop Games;14754
ThatGuyGilby;14755
Stylus Software;14756
War game studio;14757
Dream Execution;14758
Two Taters;14759
Allyi Games;14760
Rebuilt Games;14761
Bad Logic Studios;14762
LoneDev;14763
VectorGoat Games;14764
Team Nomad;14765
Taylor Marsh;14766
Zebec Games;14767
Cafe Shiba;14768
TYB Publishing;14769
Laina Interactive;14770
Boomfire Games;14771
BoomTownGames;14772
"Oktay ?AH?N;Mustafa An?l ÖZ;?smet Mert AVCI";14773
None;14774
DeepWorks Studios;14775
Business Tycoon;14776
Elbrus;14777
Benjy Bates;14778
PlatSTUDIO;14779
Space Maker Studio;14780
Wilhelmsen Studios;14781
"Christopher Anselmo;Sebastian Nigro";14782
Giant Evil Robot;14783
Andy Zelonis;14784
wirYe Games;14785
Mirain Mainklain;14786
Rakarnov Studios;14787
Erik 'The' Bell;14788
Chess Parallel Esports Team;14789
"Jumbl Games;SnagBox Studio";14790
Leviathan;14791
Cameron Ray;14792
????????;14793
DV;14794
???????????;14795
Naviworks Co.,Ltd.;14796
?????;14797
Fan Shi;14798
Factory 64 Games;14799
Sacred Walrus;14800
Games From The Deep;14801
Tasty Delicious Games;14802
New Star Games Ltd.;14803
Bright Phoenix Studio;14804
Uberbax Gaming;14805
Moshe Linke;14806
Kluster Games;14807
Ugliest Horse Studio;14808
Zatara Software Ltd;14809
Gembasher Studio;14810
Dont Play These Games - Games;14811
Education These Days Ltd;14812
Revmatek;14813
unew;14814
Games by Bill B.;14815
Pierrec;14816
Orange Cat Studio;14817
"?;3acg";14818
Mauri Republic;14819
BVRgame;14820
Guillaume Thiolliere;14821
Ludic Studios;14822
DRP;14823
"64k;BARCHboi";14824
Specular Theory;14825
Visualistic Studios, LLC.;14826
Darkflow Software;14827
blackHound Studios GbR;14828
Retrowave VR;14829
TingThing;14830
???????;14831
Petcom ltd.;14832
RAINGRAPH;14833
peter8031983;14834
Thor Gaming;14835
Unreal Gaming;14836
University of Cambridge Engineering Department;14837
TeamNova;14838
David AE;14839
Suspicious Box;14840
Maddnuss Games;14841
Turnspender;14842
Fummy;14843
Suricate Software;14844
12B3;14845
"Gamesare;Holistic Design";14846
Lucky VR Inc.;14847
Yeli Orog;14848
Ty Victorson;14849
"Jun Zhao;??";14850
No Moss Studios;14851
Miracle Tea;14852
iQuantile;14853
DecadeDecaf;14854
PepoLab;14855
DHH Game;14856
Voronoi Games;14857
"Cool and Normal Entertainment;Cool and Normal Entertainment";14858
dramatic create;14859
MediaTale;14860
Game2Gather;14861
OSome Studio;14862
??(K.);14863
Atomic Drop Games;14864
Jaime Paz Lopes;14865
Sixth Vowel;14866
Pie On A Plate Productions;14867
FireSine LLC;14868
Jason Aldred;14869
Halfbolt Studios;14870
Grade 9 Games;14871
John McElhaney;14872
Tomas Novak;14873
Madowl Games;14874
????????????;14875
Lab42;14876
TomatoFantasyGames;14877
Curious Visions;14878
Roman Shuvalov;14879
Gualicho Games;14880
Zono;14881
socah development;14882
The Strangers;14883
GamePowerEs;14884
GuruWorks;14885
NK CREATIV TEAM;14886
R.P.;14887
Red Oak Studio;14888
Viny Game Studio;14889
Robbin Leung;14890
Lunar Great Wall Studios;14891
Gunval Team;14892
Stellar Oasis;14893
Veritenze LLC;14894
Marco Ayala Games;14895
Yuzusoft;14896
mkaatr;14897
J?nis Circenis;14898
Project_lelz;14899
Enigmatic Network;14900
Studio Crown Crest;14901
BaileyHausdorff Systems;14902
Marudice;14903
Ignite VR;14904
Skeptika1;14905
ImproVive;14906
Clickbait Studios;14907
Studio Gauntlet;14908
Maximus Ludos Studios;14909
Aventy's team;14910
Potion Games;14911
Ghost Lord Games;14912
MGstudio;14913
Another world;14914
Tender Claws;14915
Clecota Games;14916
"TiredOfCoding;PerfectHumanInterface";14917
"FURYU Corporation;Engine Software BV";14918
Armoured Beans;14919
Eric Baskin;14920
UnholY CreatioN;14921
Bip Media;14922
SC.Wu;14923
???? Blue Tea College;14924
Golden Epoch Media;14925
Aslan Game Studio;14926
"Denis Martin;Simon Says: Play!";14927
"Simon Says: Play!;Yazorius";14928
Team Guazú;14929
Pixel Purrfection;14930
The Black Jester;14931
Xand arts;14932
Emir Cerimovic;14933
ProudMom Games;14934
Boltok Games;14935
Not Chicken Games;14936
FG;14937
ObjectOnIT;14938
Alex Olinkiewicz;14939
Micro Revolution LLC;14940
Bon;14941
Ekrcoaster;14942
2cute;14943
Rouhana;14944
"Breaking Dimensions;Polygon Dust Entertainment Ltd.";14945
Zirasoft;14946
"KIZILARSLAN;GOKSU";14947
SAFING;14948
David Seifers;14949
GooDGooN;14950
CryptMade;14951
KADOKAWA CORPORATION;14952
SoundAndFuryGames;14953
Volokitin Andrey;14954
Classic Arts GmbH;14955
Binary Giants;14956
Deathbed Ltd;14957
JoHo;14958
Softwaves Mini;14959
Canvas+Garden;14960
Protoculture Games;14961
Master Plan Multimedia LLC;14962
Jumb-O-Fun Games Inc;14963
Space Telescope Science Institute;14964
ShapeSim;14965
Dustyroom;14966
IGGYMOB Co.,Ltd;14967
Black Diskette;14968
?????;14969
Patchwork Games;14970
Owl Tribe Entertainment;14971
Another Circus;14972
Kizami Fans Club;14973
Curio Productions;14974
Hasoyua;14975
Modus Interactive Games;14976
Neotro Inc.;14977
Guangzhou little lamb Animation Technology Co., Ltd.;14978
Star Studios;14979
Life Zero;14980
Gamegrustudio;14981
Circle Poison;14982
AbstractArt;14983
Mata;14984
The Third Floor London Ltd;14985
Fury Strike Team;14986
ATLUS;14987
"Archetype Interactive;Andrew and Christopher Kirmse";14988
J&J Game Dev's;14989
Red Accent Studios;14990
MME;14991
"Team A.R.G.;Blake W. Ford";14992
Titan Studio;14993
"Jonathan Robson;Matthew Hayter";14994
VRLab Academy;14995
Buckshot Software;14996
PenguiNet;14997
dragonGlitch Games LLC;14998
Curtis Campion;14999
Forged Chaos LLC;15000
Lance Littleton;15001
Shahzeb A.;15002
Tyler McDermott;15003
Tsurudeira;15004
Sean Walsh;15005
SIMAGINATION;15006
Jonathan Moye;15007
Gregg Brzozowski;15008
Kevin Yang Games;15009
Monticube;15010
Patryk Starzy?ski;15011
AquaBomber;15012
